Soil_Type,Soil_pH,Soil_Moisture,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Crop_Type,Recommended_Fertilizer
Loamy,5.27,52.86,147,17,63,22.42,33.17,Potato,DAP
Sandy,6.82,46.66,78,87,105,22.44,71.89,Maize,NPK
Loamy,6.52,56.69,101,41,38,31.21,60.21,Sugarcane,MOP
Clay,6.09,27.34,52,70,81,27.24,59.41,Tomato,Urea
Sandy,4.98,55.04,137,10,75,33.1,84.0,Cotton,DAP
Silt,6.17,26.26,72,40,119,19.53,79.87,Potato,Zinc Sulphate
Clay,4.79,46.64,114,80,33,28.73,61.9,Rice,MOP
Silt,4.9,46.82,141,24,50,36.57,64.7,Wheat,DAP
Clay,6.16,10.92,110,79,72,12.08,78.42,Potato,NPK
Loamy,5.72,28.05,140,25,65,31.25,54.68,Wheat,DAP
Sandy,8.2,10.97,55,87,119,31.48,70.27,Tomato,Urea
Clay,6.0,59.85,142,83,23,33.82,62.45,Potato,MOP
Loamy,7.53,16.11,53,81,62,18.07,59.98,Rice,Urea
Sandy,6.62,37.14,140,66,53,22.5,89.08,Rice,NPK
Sandy,7.32,49.53,80,20,52,17.19,31.05,Cotton,DAP
Clay,5.54,20.06,22,27,10,19.26,54.88,Wheat,Urea
Sandy,8.27,34.25,25,54,106,39.06,85.81,Maize,Urea
Clay,6.62,40.37,23,29,20,23.37,85.69,Tomato,Urea
Sandy,7.83,18.01,120,89,29,35.46,74.86,Rice,MOP
Silt,5.96,48.93,72,23,88,33.85,65.51,Tomato,DAP
Loamy,4.9,24.97,122,85,101,23.34,71.45,Cotton,Compost
Silt,7.19,20.55,90,36,30,39.77,45.18,Rice,DAP
Clay,4.53,37.91,53,86,96,35.22,59.3,Potato,Urea
Silt,6.4,30.52,25,89,82,24.48,62.16,Potato,Urea
Clay,5.27,56.01,147,85,29,19.29,33.82,Tomato,MOP
Sandy,7.01,54.0,46,18,26,12.26,81.97,Sugarcane,Urea
Sandy,8.42,34.17,58,22,115,23.94,57.4,Rice,Urea
Clay,6.36,27.96,70,54,72,20.8,83.93,Sugarcane,Urea
Silt,7.77,26.28,38,17,88,31.34,53.4,Sugarcane,Urea
Sandy,6.53,23.38,115,65,117,10.59,54.53,Maize,SSP
Loamy,6.48,37.23,107,16,14,34.94,44.65,Sugarcane,DAP
Sandy,8.22,50.25,108,86,55,22.5,68.66,Sugarcane,Zinc Sulphate
Loamy,8.06,25.54,43,24,115,24.09,62.91,Sugarcane,Urea
Silt,7.64,19.5,95,65,61,15.48,84.78,Rice,SSP
Loamy,5.69,33.77,113,65,106,38.12,55.75,Potato,NPK
Loamy,6.68,13.45,49,46,103,21.95,68.88,Potato,Urea
Loamy,5.4,45.06,73,73,89,35.28,72.45,Rice,Compost
Loamy,6.28,35.92,134,26,45,17.12,49.19,Cotton,DAP
Sandy,6.44,34.82,97,30,110,12.9,82.85,Wheat,DAP
Loamy,7.83,25.02,139,87,114,29.07,52.85,Maize,Zinc Sulphate
Sandy,8.08,55.23,44,61,58,39.53,68.24,Rice,Urea
Loamy,6.16,14.52,144,42,47,29.41,66.95,Cotton,Zinc Sulphate
Clay,4.57,53.49,24,86,97,28.26,55.28,Cotton,Urea
Silt,7.95,28.84,21,21,98,23.27,41.0,Maize,Urea
Loamy,5.2,54.03,130,55,36,18.51,65.55,Tomato,MOP
Clay,6.99,46.44,99,79,78,22.92,52.53,Cotton,DAP
Loamy,4.6,15.21,122,84,59,14.47,52.75,Potato,Compost
Loamy,6.1,51.58,143,80,94,17.86,59.58,Potato,Zinc Sulphate
Loamy,8.44,44.11,143,66,52,24.62,70.63,Potato,Zinc Sulphate
Clay,4.9,11.62,36,29,108,14.34,73.78,Rice,Urea
Silt,6.19,16.69,50,77,79,33.75,55.62,Tomato,Urea
Clay,5.73,41.78,148,53,18,10.35,37.19,Tomato,MOP
Silt,8.12,43.13,153,39,118,19.65,77.5,Potato,DAP
Loamy,7.98,47.33,89,34,100,25.5,70.16,Potato,DAP
Sandy,5.45,46.01,55,40,74,37.87,78.04,Sugarcane,Urea
Loamy,4.82,42.98,155,11,39,27.2,48.95,Rice,DAP
Silt,7.01,48.31,112,63,24,18.85,84.55,Cotton,MOP
Clay,5.85,38.75,92,23,41,20.57,45.76,Wheat,DAP
Loamy,7.19,23.04,157,32,93,20.17,47.39,Potato,DAP
Clay,4.63,55.62,43,78,13,15.41,62.18,Wheat,Urea
Clay,5.03,10.91,21,61,69,14.35,89.84,Tomato,Urea
Clay,7.25,28.33,39,59,64,24.42,42.13,Sugarcane,Urea
Loamy,5.35,46.44,52,80,43,18.11,80.31,Tomato,Urea
Clay,7.93,31.36,33,42,70,12.76,30.14,Potato,Urea
Clay,4.73,11.24,74,18,47,16.49,44.25,Cotton,DAP
Loamy,5.36,13.3,56,17,93,25.62,50.77,Sugarcane,Urea
Clay,8.49,42.43,124,84,60,17.71,68.92,Potato,Zinc Sulphate
Loamy,6.23,58.24,103,16,67,17.13,36.83,Tomato,DAP
Silt,7.31,37.59,132,30,101,28.62,37.72,Sugarcane,DAP
Silt,5.23,35.34,153,62,112,30.68,38.78,Sugarcane,Compost
Silt,6.94,25.92,147,24,34,17.24,69.75,Potato,DAP
Clay,7.4,22.83,69,81,20,24.16,36.88,Wheat,MOP
Sandy,5.76,11.05,103,61,17,32.94,53.89,Maize,MOP
Sandy,7.82,23.65,98,85,43,30.7,39.4,Tomato,Zinc Sulphate
Clay,6.91,32.46,105,78,36,12.08,52.92,Tomato,MOP
Sandy,6.06,19.9,119,81,117,20.8,72.84,Cotton,NPK
Loamy,6.73,14.37,159,46,31,31.7,46.66,Sugarcane,MOP
Sandy,6.81,45.89,76,87,71,15.38,67.06,Potato,NPK
Clay,5.16,54.73,44,13,81,15.88,44.91,Sugarcane,Urea
Clay,6.11,56.84,34,88,106,28.91,74.25,Rice,Urea
Loamy,5.87,40.9,122,70,48,18.51,76.62,Rice,DAP
Silt,6.1,12.64,117,31,82,19.71,48.62,Rice,DAP
Clay,7.54,47.04,96,58,31,25.68,31.43,Cotton,MOP
Loamy,6.43,15.5,123,45,82,32.52,37.75,Tomato,DAP
Sandy,8.26,43.49,84,72,40,24.95,59.46,Maize,Zinc Sulphate
Sandy,5.67,48.97,132,47,43,36.8,52.92,Cotton,NPK
Loamy,6.16,46.29,142,49,77,13.2,50.73,Potato,SSP
Loamy,7.65,57.59,130,73,119,32.62,64.76,Cotton,Compost
Clay,6.68,46.91,142,77,87,26.31,39.69,Potato,NPK
Sandy,6.69,44.66,73,65,68,34.5,57.4,Wheat,DAP
Loamy,4.71,23.09,39,23,17,19.49,42.2,Tomato,Urea
Sandy,6.09,56.24,108,11,62,24.46,88.86,Cotton,DAP
Loamy,5.58,18.98,30,72,114,34.71,32.92,Rice,Urea
Sandy,8.5,55.24,146,28,108,34.95,30.95,Rice,DAP
Silt,5.73,25.63,71,87,95,21.28,63.85,Sugarcane,NPK
Clay,8.04,16.51,73,80,63,34.67,33.76,Potato,Zinc Sulphate
Sandy,7.2,51.33,88,18,79,30.47,78.66,Potato,DAP
Silt,5.86,10.12,26,42,106,22.28,79.18,Sugarcane,Urea
Sandy,6.67,51.6,159,70,27,39.09,55.94,Rice,MOP
Sandy,7.86,23.12,149,53,17,10.93,80.3,Cotton,MOP
Silt,8.03,54.24,122,74,16,21.48,74.43,Cotton,MOP
Sandy,5.14,44.57,88,66,105,19.21,38.12,Potato,Compost
Sandy,5.86,43.31,110,33,16,38.07,81.58,Maize,DAP
Clay,5.84,28.27,114,53,19,12.98,82.46,Cotton,MOP
Silt,4.67,12.97,137,77,45,28.84,49.36,Wheat,Compost
Silt,6.89,51.5,140,15,71,31.5,76.5,Wheat,DAP
Loamy,7.92,18.55,55,76,60,15.53,83.84,Cotton,Urea
Sandy,6.03,28.61,40,43,104,14.5,74.74,Sugarcane,Urea
Clay,7.46,40.02,72,34,40,11.43,35.64,Sugarcane,DAP
Sandy,7.01,34.11,22,36,19,14.77,35.68,Sugarcane,Urea
Sandy,6.0,19.93,100,27,93,34.25,88.94,Wheat,DAP
Loamy,5.06,17.03,113,14,44,38.32,62.48,Rice,DAP
Sandy,7.34,16.16,119,53,38,37.04,68.67,Potato,MOP
Clay,7.92,53.15,135,14,103,20.96,84.74,Maize,DAP
Clay,7.24,11.58,92,70,58,31.78,30.45,Potato,Compost
Loamy,4.57,58.85,59,15,40,34.81,55.6,Sugarcane,Urea
Sandy,5.36,19.93,69,84,106,34.37,63.98,Cotton,Compost
Clay,4.78,15.52,68,48,113,11.88,30.13,Rice,Compost
Sandy,6.78,38.85,142,17,77,16.44,67.46,Maize,DAP
Sandy,7.53,14.0,132,84,107,38.17,81.06,Rice,SSP
Sandy,4.94,40.12,79,52,26,32.2,33.29,Cotton,MOP
Loamy,7.85,52.53,26,50,107,35.03,78.25,Rice,Urea
Sandy,6.72,12.39,138,85,105,25.42,88.65,Maize,DAP
Clay,7.26,49.99,50,78,106,21.79,85.22,Cotton,Urea
Sandy,8.39,29.72,151,39,46,29.54,62.22,Tomato,DAP
Clay,4.83,17.97,112,68,104,24.19,81.63,Wheat,Compost
Sandy,8.1,18.8,26,32,99,21.21,76.24,Rice,Urea
Clay,5.0,55.94,150,66,104,20.44,79.06,Cotton,Compost
Clay,6.07,15.53,44,34,104,14.74,53.88,Rice,Urea
Sandy,7.91,53.34,52,57,37,25.88,58.54,Cotton,Urea
Sandy,8.13,37.21,114,79,47,25.6,44.35,Tomato,Zinc Sulphate
Clay,6.53,11.95,107,51,117,27.72,33.09,Sugarcane,Urea
Silt,6.88,33.22,145,38,19,13.49,65.83,Rice,DAP
Loamy,7.33,50.87,57,80,81,37.45,48.57,Sugarcane,Urea
Silt,7.83,46.31,129,54,119,32.26,60.16,Sugarcane,Zinc Sulphate
Silt,4.99,34.44,144,50,109,13.93,87.76,Wheat,Compost
Sandy,7.74,53.0,145,82,92,12.38,33.79,Tomato,Urea
Loamy,6.43,16.02,23,72,37,29.29,82.41,Sugarcane,Urea
Silt,6.3,55.5,120,56,78,20.25,35.21,Rice,NPK
Sandy,6.2,52.32,80,10,97,19.57,69.21,Rice,DAP
Silt,6.54,45.41,100,29,16,35.2,50.6,Tomato,DAP
Silt,8.28,50.89,129,28,93,20.35,36.01,Maize,DAP
Sandy,6.69,37.19,97,74,11,28.97,75.42,Sugarcane,MOP
Sandy,8.31,43.76,80,83,66,26.11,71.91,Potato,Zinc Sulphate
Sandy,5.22,38.03,148,45,116,17.89,68.42,Wheat,Compost
Loamy,7.4,27.77,25,32,19,19.95,87.89,Cotton,Urea
Silt,7.75,38.44,40,38,91,38.3,31.42,Cotton,Urea
Sandy,7.22,22.87,102,53,107,19.94,56.08,Cotton,MOP
Clay,6.93,32.01,47,16,23,33.52,63.76,Wheat,Urea
Silt,6.76,24.04,159,40,83,35.84,51.46,Wheat,SSP
Clay,7.94,16.14,84,47,111,12.13,70.17,Maize,Zinc Sulphate
Loamy,7.79,26.09,112,75,41,29.89,83.95,Maize,DAP
Sandy,4.99,52.6,156,88,62,32.48,71.82,Cotton,Compost
Clay,7.89,29.05,101,31,12,23.02,64.16,Sugarcane,DAP
Loamy,6.16,47.4,81,84,57,27.08,74.27,Tomato,SSP
Sandy,5.51,18.76,128,63,17,14.85,36.58,Wheat,MOP
Clay,7.98,31.22,118,63,18,19.55,67.8,Sugarcane,MOP
Clay,6.23,15.74,119,15,84,31.23,54.43,Maize,DAP
Loamy,7.73,16.93,54,82,25,28.08,49.13,Sugarcane,Urea
Sandy,5.55,40.87,146,71,107,14.09,60.43,Tomato,Urea
Sandy,4.52,40.37,102,38,97,39.64,78.28,Rice,DAP
Clay,6.48,20.67,110,52,40,38.13,54.75,Wheat,DAP
Clay,4.9,33.72,22,76,14,16.72,72.15,Wheat,Urea
Clay,7.52,53.17,147,71,106,36.25,65.33,Cotton,Urea
Sandy,5.6,18.71,72,22,103,18.02,84.97,Potato,DAP
Loamy,6.27,10.96,119,73,103,26.91,56.69,Cotton,Compost
Loamy,4.85,42.6,56,56,88,33.46,79.2,Tomato,Urea
Sandy,5.65,12.67,120,69,48,20.32,80.52,Cotton,NPK
Silt,7.63,59.0,63,24,25,26.65,57.85,Rice,DAP
Loamy,5.11,40.48,83,14,99,23.51,59.32,Cotton,DAP
Clay,7.09,33.52,143,78,73,32.81,50.0,Cotton,MOP
Silt,8.17,31.5,25,11,85,24.36,59.73,Wheat,Urea
Silt,7.22,38.65,88,47,92,27.01,44.96,Potato,NPK
Loamy,7.74,14.53,76,63,56,35.37,81.5,Sugarcane,SSP
Silt,4.94,56.5,104,48,68,30.96,44.99,Wheat,Compost
Silt,5.5,41.28,43,29,108,25.83,45.46,Sugarcane,Urea
Loamy,8.08,19.2,134,29,29,23.84,83.74,Tomato,DAP
Loamy,7.36,38.13,111,38,30,13.8,61.93,Wheat,DAP
Silt,7.06,16.66,94,44,62,11.69,36.31,Rice,MOP
Clay,7.16,10.88,41,41,110,38.58,50.74,Sugarcane,Urea
Sandy,6.16,41.53,129,26,88,15.6,72.32,Rice,DAP
Silt,4.68,42.42,53,60,63,18.31,54.35,Wheat,Urea
Silt,7.64,39.18,137,17,58,28.33,55.39,Maize,DAP
Clay,7.21,19.17,56,30,25,34.84,59.92,Rice,Urea
Silt,6.39,40.17,60,32,25,34.99,43.35,Cotton,DAP
Silt,8.1,12.83,98,60,32,34.89,55.44,Tomato,MOP
Sandy,5.84,40.46,124,15,117,39.34,42.92,Maize,DAP
Sandy,5.68,37.7,62,61,77,11.67,51.04,Wheat,NPK
Sandy,7.99,42.76,41,17,102,22.0,61.94,Maize,Urea
Loamy,7.69,54.77,110,78,46,37.41,71.62,Rice,NPK
Loamy,6.56,52.52,40,42,33,24.02,68.04,Maize,Urea
Sandy,5.02,59.03,71,71,70,36.14,64.53,Tomato,Compost
Sandy,5.36,58.81,23,74,17,10.53,65.73,Wheat,Urea
Loamy,7.12,48.62,90,72,117,25.13,60.66,Maize,NPK
Clay,6.04,57.82,137,41,78,37.67,66.88,Rice,Urea
Silt,7.85,53.36,26,64,116,17.84,52.53,Sugarcane,Urea
Silt,8.3,46.38,157,42,38,37.89,83.97,Sugarcane,MOP
Sandy,7.72,13.77,159,47,19,10.25,65.43,Potato,MOP
Clay,6.01,12.45,110,11,65,12.37,86.2,Potato,DAP
Loamy,7.65,51.88,77,19,117,24.3,54.27,Rice,DAP
Sandy,5.91,34.48,146,75,82,13.19,53.67,Tomato,MOP
Clay,5.17,50.73,64,85,31,16.77,87.9,Wheat,MOP
Clay,4.63,25.65,125,24,19,18.93,73.74,Maize,DAP
Clay,6.04,29.88,129,70,93,24.44,61.12,Tomato,NPK
Loamy,8.11,45.01,74,40,29,21.72,73.11,Cotton,MOP
Loamy,5.46,55.77,57,47,60,37.66,53.8,Potato,Urea
Silt,5.33,14.39,23,38,100,36.58,75.53,Tomato,Urea
Silt,8.38,53.07,34,87,111,32.44,42.57,Tomato,Urea
Clay,4.6,49.65,127,52,19,29.78,87.05,Rice,MOP
Clay,7.64,25.78,54,32,92,16.13,57.65,Maize,Urea
Loamy,5.79,27.76,144,34,50,28.05,35.57,Tomato,DAP
Silt,4.65,12.32,23,37,103,14.41,80.7,Wheat,Urea
Clay,8.17,10.79,159,81,89,23.58,83.66,Potato,Zinc Sulphate
Silt,5.06,33.85,73,10,49,23.85,73.8,Maize,DAP
Silt,6.71,14.78,49,29,85,30.69,67.78,Tomato,Urea
Clay,5.6,19.7,28,38,14,35.05,85.71,Wheat,Urea
Loamy,4.76,52.34,38,17,52,19.62,67.32,Tomato,Urea
Clay,4.7,38.55,99,71,76,11.24,77.48,Rice,Compost
Clay,4.96,41.68,129,23,33,11.41,58.27,Tomato,DAP
Silt,4.79,19.37,64,47,99,36.24,73.63,Maize,Compost
Clay,7.54,51.43,42,12,40,24.59,89.94,Tomato,Urea
Loamy,6.44,53.4,95,12,68,17.44,52.95,Cotton,DAP
Clay,5.87,36.17,24,64,76,10.97,73.21,Tomato,Urea
Loamy,6.17,55.63,138,87,72,25.86,38.93,Potato,DAP
Loamy,8.22,52.24,62,30,10,14.11,68.11,Cotton,DAP
Silt,8.14,46.57,21,44,84,22.51,49.37,Maize,Urea
Sandy,7.36,46.7,59,53,118,25.48,82.0,Rice,Urea
Sandy,8.04,15.27,118,53,78,16.88,51.58,Tomato,Zinc Sulphate
Silt,5.78,23.54,136,52,80,15.97,56.71,Sugarcane,MOP
Clay,6.02,13.34,59,50,42,10.59,88.82,Wheat,Urea
Silt,6.95,10.43,153,36,86,27.57,42.92,Sugarcane,DAP
Loamy,6.99,17.92,144,37,72,16.01,63.89,Wheat,DAP
Sandy,6.43,54.02,120,14,51,36.35,81.83,Wheat,DAP
Silt,6.1,21.99,52,52,40,28.11,48.89,Wheat,Urea
Clay,8.44,58.51,127,72,61,26.69,30.92,Sugarcane,Zinc Sulphate
Silt,7.78,39.86,73,48,59,25.14,83.78,Cotton,Compost
Sandy,6.24,21.86,115,19,22,16.46,67.18,Cotton,DAP
Silt,7.41,34.86,111,72,74,39.08,43.83,Cotton,NPK
Silt,5.58,20.95,111,18,117,39.01,46.58,Rice,DAP
Sandy,4.9,59.2,143,38,47,19.64,77.98,Sugarcane,DAP
Loamy,5.91,52.36,114,37,48,33.29,68.53,Wheat,DAP
Loamy,6.11,11.31,80,20,106,13.58,73.96,Tomato,DAP
Sandy,4.57,57.39,37,24,51,33.42,64.63,Rice,Urea
Silt,7.76,46.05,128,33,108,18.59,77.4,Rice,DAP
Sandy,5.94,14.12,91,44,48,18.67,79.26,Sugarcane,DAP
Loamy,6.82,43.53,132,70,51,25.22,53.21,Maize,NPK
Clay,4.8,42.35,67,29,115,21.77,84.06,Potato,DAP
Silt,5.2,20.94,114,67,82,13.53,60.31,Maize,Compost
Loamy,8.06,47.92,103,72,79,27.79,39.61,Cotton,Zinc Sulphate
Silt,6.93,14.35,106,84,114,16.42,43.11,Cotton,MOP
Sandy,8.3,34.47,157,69,82,23.33,74.03,Tomato,Zinc Sulphate
Clay,8.5,10.5,156,48,100,16.93,52.64,Cotton,Zinc Sulphate
Sandy,5.99,58.44,52,29,51,35.73,45.75,Maize,Urea
Clay,5.7,47.58,84,67,38,20.14,66.29,Potato,MOP
Silt,7.93,17.94,145,73,77,36.62,76.94,Rice,Zinc Sulphate
Silt,8.49,27.08,148,23,34,19.78,36.55,Rice,DAP
Sandy,7.02,18.03,148,45,25,15.38,56.95,Rice,MOP
Clay,7.68,48.33,88,22,66,27.3,76.29,Cotton,DAP
Clay,7.63,12.94,94,10,43,26.65,84.22,Potato,DAP
Silt,5.92,52.02,115,22,84,28.57,30.81,Maize,DAP
Sandy,6.8,57.11,140,44,18,19.06,69.37,Potato,MOP
Clay,7.83,43.83,130,17,44,19.6,65.84,Potato,DAP
Silt,7.25,20.65,91,27,36,17.12,61.06,Tomato,DAP
Loamy,4.58,28.0,71,43,48,37.85,39.61,Cotton,Compost
Sandy,5.85,33.86,83,61,54,30.49,74.51,Wheat,SSP
Loamy,5.08,40.23,64,79,118,32.69,53.57,Cotton,Compost
Sandy,5.43,43.43,45,67,69,15.82,44.08,Tomato,Urea
Silt,8.12,37.71,97,36,101,29.85,81.0,Wheat,DAP
Clay,4.65,27.57,49,27,52,32.88,48.42,Potato,Urea
Clay,5.38,54.55,121,66,70,20.27,41.9,Wheat,Compost
Clay,5.74,14.07,28,18,78,14.73,48.72,Maize,Urea
Sandy,6.97,33.31,115,73,25,30.91,40.86,Potato,MOP
Silt,6.64,48.78,87,88,101,28.33,76.64,Rice,Zinc Sulphate
Loamy,5.37,13.04,153,32,11,27.27,40.92,Sugarcane,DAP
Silt,5.16,45.27,108,68,115,15.48,73.0,Cotton,Compost
Loamy,5.45,50.99,40,76,83,17.87,39.75,Tomato,Urea
Sandy,6.51,43.04,97,82,28,28.75,43.58,Maize,MOP
Sandy,5.58,10.65,49,31,73,28.41,50.55,Cotton,Urea
Loamy,8.29,19.01,76,59,29,26.64,87.0,Wheat,MOP
Loamy,6.36,27.11,74,32,67,33.04,84.83,Rice,DAP
Loamy,4.74,21.68,21,61,69,34.44,35.11,Rice,Urea
Silt,7.42,58.13,67,16,111,18.3,50.15,Sugarcane,DAP
Loamy,5.82,42.58,41,26,68,14.73,50.78,Wheat,Urea
Sandy,7.11,24.85,108,12,118,16.04,42.69,Sugarcane,DAP
Sandy,5.62,56.48,131,16,60,18.44,56.14,Cotton,DAP
Clay,6.78,47.03,62,86,44,38.43,74.88,Rice,NPK
Loamy,7.59,24.23,94,50,114,14.11,35.96,Rice,Urea
Silt,8.21,28.94,93,32,19,36.36,70.3,Sugarcane,DAP
Silt,5.54,19.97,68,46,45,16.1,45.65,Potato,SSP
Silt,5.84,58.55,127,77,62,20.45,68.55,Potato,Compost
Clay,6.36,35.86,54,82,63,13.78,70.91,Tomato,Urea
Sandy,8.21,54.8,38,79,25,13.1,73.69,Potato,Urea
Silt,8.11,27.32,47,73,59,12.85,81.7,Wheat,Urea
Sandy,4.86,53.04,125,27,35,20.28,83.98,Rice,DAP
Clay,5.03,12.69,131,44,40,25.71,75.55,Maize,Compost
Loamy,6.48,59.1,134,32,70,16.02,58.87,Potato,DAP
Loamy,4.93,55.6,140,16,51,37.98,32.65,Maize,DAP
Loamy,5.88,28.16,157,70,10,27.59,86.23,Wheat,MOP
Silt,5.09,48.74,98,85,96,36.55,66.08,Wheat,Compost
Loamy,7.04,47.61,115,58,51,14.46,62.07,Potato,NPK
Silt,8.3,55.06,43,66,58,14.3,44.37,Sugarcane,Urea
Clay,8.49,25.36,147,77,100,35.4,71.05,Wheat,Zinc Sulphate
Clay,6.0,33.28,134,21,28,27.04,89.68,Sugarcane,DAP
Silt,6.9,53.25,64,24,89,38.16,49.8,Wheat,DAP
Sandy,7.93,48.93,137,11,66,14.41,77.97,Maize,DAP
Loamy,4.97,29.67,79,56,111,10.78,47.47,Rice,Compost
Loamy,7.26,52.29,135,84,17,37.5,59.26,Wheat,MOP
Loamy,6.14,12.35,72,65,71,30.97,42.8,Wheat,NPK
Silt,5.32,49.1,122,23,89,34.22,60.77,Potato,DAP
Clay,6.11,20.34,44,36,85,18.88,57.56,Tomato,Urea
Loamy,4.8,24.31,121,13,18,10.09,32.33,Wheat,DAP
Clay,7.28,34.66,151,47,16,24.49,52.91,Maize,MOP
Loamy,5.51,32.49,111,11,49,39.7,33.76,Cotton,DAP
Loamy,5.75,36.03,50,13,110,37.23,57.04,Wheat,Urea
Silt,4.98,37.24,21,33,70,12.16,88.81,Maize,Urea
Sandy,7.96,26.58,23,18,32,15.63,47.58,Rice,Urea
Silt,6.47,18.76,98,28,50,19.34,60.94,Maize,DAP
Loamy,6.79,48.42,57,71,81,34.91,37.81,Wheat,Urea
Loamy,6.78,30.0,52,81,32,34.74,39.24,Rice,Urea
Sandy,6.14,35.29,37,50,93,15.55,51.33,Potato,Urea
Clay,5.27,42.23,123,86,20,25.99,59.38,Maize,MOP
Clay,7.48,55.48,134,81,10,25.05,72.08,Sugarcane,MOP
Loamy,5.01,45.38,53,87,58,22.43,57.4,Wheat,Urea
Clay,4.92,12.27,70,59,53,26.08,31.46,Cotton,Compost
Loamy,7.34,51.93,82,83,78,18.78,46.26,Maize,Urea
Sandy,5.34,59.47,66,74,23,25.95,31.49,Tomato,MOP
Sandy,5.73,33.62,71,85,16,30.57,85.08,Cotton,MOP
Loamy,6.4,58.48,112,85,69,11.88,31.74,Maize,Zinc Sulphate
Sandy,6.3,37.37,71,21,33,39.02,32.98,Rice,DAP
Silt,7.33,32.98,125,48,112,14.96,47.9,Cotton,NPK
Silt,6.99,26.57,117,38,13,20.81,67.94,Potato,DAP
Sandy,7.08,42.88,150,67,36,24.12,51.48,Wheat,MOP
Loamy,7.36,21.49,78,76,71,11.23,33.69,Cotton,Zinc Sulphate
Loamy,5.67,15.25,146,80,16,26.45,80.18,Wheat,MOP
Sandy,5.79,11.36,88,86,63,36.1,72.01,Rice,Zinc Sulphate
Clay,6.25,24.62,145,84,97,37.03,53.78,Potato,SSP
Silt,5.73,29.79,149,34,82,19.79,70.61,Potato,DAP
Clay,8.44,37.6,63,58,74,26.76,46.48,Wheat,Zinc Sulphate
Loamy,7.76,24.64,147,72,107,33.3,61.67,Maize,Zinc Sulphate
Loamy,5.16,59.2,57,36,113,17.59,82.83,Wheat,Urea
Clay,4.52,24.59,110,79,104,25.85,36.46,Cotton,Compost
Sandy,4.67,32.05,145,79,112,21.0,80.81,Tomato,Compost
Clay,5.48,15.16,34,67,96,21.35,77.31,Cotton,Urea
Clay,4.96,23.03,82,18,76,12.82,86.95,Tomato,DAP
Silt,6.63,12.42,81,10,112,22.21,60.83,Maize,DAP
Silt,7.93,37.98,97,85,29,14.83,46.49,Tomato,MOP
Clay,7.45,47.55,37,74,67,19.04,51.19,Wheat,Urea
Clay,5.36,19.79,90,33,57,19.91,68.39,Wheat,DAP
Loamy,6.1,28.4,43,28,35,22.92,38.45,Tomato,Urea
Silt,6.53,10.83,57,23,43,37.51,51.1,Wheat,Urea
Silt,7.74,51.98,153,23,41,28.93,73.59,Tomato,DAP
Loamy,7.86,49.0,41,89,106,39.23,64.42,Sugarcane,Urea
Sandy,8.14,13.16,65,41,49,27.72,33.77,Potato,Zinc Sulphate
Silt,6.54,28.24,124,15,14,34.16,59.81,Tomato,DAP
Silt,7.28,57.76,104,32,19,35.02,61.45,Sugarcane,DAP
Sandy,4.95,29.6,75,28,109,32.17,72.05,Potato,DAP
Silt,6.76,36.31,96,11,103,30.1,30.64,Cotton,DAP
Silt,5.49,27.76,61,83,82,22.54,55.7,Potato,Compost
Sandy,6.23,39.81,32,50,55,27.02,83.2,Cotton,Urea
Sandy,7.04,58.91,73,62,41,15.81,31.51,Rice,Urea
Clay,5.53,59.88,159,36,70,28.55,70.34,Wheat,DAP
Loamy,4.71,48.74,54,17,94,25.43,43.39,Cotton,Urea
Loamy,4.54,30.22,102,52,51,34.13,53.25,Rice,Compost
Sandy,4.59,34.72,28,42,35,37.08,83.05,Potato,Urea
Sandy,4.53,27.84,32,52,32,13.98,51.75,Sugarcane,Urea
Silt,4.94,59.28,41,39,18,30.73,62.73,Cotton,Urea
Clay,5.46,45.39,59,43,78,38.5,35.38,Wheat,Urea
Clay,5.38,32.45,136,87,64,37.54,49.48,Tomato,Compost
Sandy,8.45,10.61,146,29,17,35.03,38.5,Potato,DAP
Silt,5.72,36.02,26,71,117,11.45,63.69,Cotton,Urea
Silt,5.01,59.2,74,88,65,17.57,57.59,Sugarcane,Compost
Loamy,6.68,36.15,140,11,64,14.45,45.87,Rice,DAP
Loamy,7.93,19.12,98,89,119,37.81,89.98,Tomato,Zinc Sulphate
Silt,7.21,11.1,118,77,52,32.47,39.2,Rice,Zinc Sulphate
Loamy,5.68,27.74,42,88,84,25.95,79.53,Tomato,Urea
Sandy,6.75,55.91,56,28,65,39.38,32.15,Rice,Urea
Silt,7.36,59.83,39,44,45,15.84,80.81,Potato,Urea
Loamy,7.41,57.27,139,29,27,29.25,58.62,Wheat,DAP
Clay,7.17,46.47,87,50,40,28.28,79.69,Cotton,Zinc Sulphate
Silt,7.98,37.91,65,38,114,20.21,74.83,Cotton,DAP
Silt,7.98,39.53,39,24,17,24.56,64.36,Rice,Urea
Clay,6.82,36.95,91,41,109,17.06,52.29,Maize,NPK
Sandy,6.22,45.35,124,22,28,30.31,69.93,Sugarcane,DAP
Clay,7.07,30.94,123,16,31,22.55,79.95,Potato,DAP
Silt,7.77,43.46,26,63,75,10.71,60.2,Cotton,Urea
Sandy,4.52,16.08,69,25,20,38.52,54.89,Sugarcane,DAP
Loamy,8.47,23.28,72,19,76,25.04,38.57,Wheat,DAP
Loamy,5.23,51.8,92,65,42,31.17,83.77,Cotton,Compost
